StateCode,Division,YearMonth,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX
41,0,199011,2.31,58.3,0.4,0.79,0.05,0.36,59,176,0.56,0.18,0.43,0.22,0.76,0.78,0.37,45.8,70.7
41,0,199012,1.07,45.8,0.02,0.02,-1.03,-0.38,7,508,-0.62,-0.03,-0.14,0.54,0.3,0.84,0.3,32.9,58.8
41,0,199101,3.53,43.5,0.89,0.89,2.63,0.89,6,602,1.94,0.99,0.92,0.63,0.45,1.11,0.47,33.6,53.4
41,0,199102,1.65,52.5,0.78,0.78,-0.04,0.78,20,313,0.19,1.46,0.83,0.7,0.53,0.94,0.47,39.7,65.4
41,0,199103,1.01,59.3,0.28,0.28,-1.26,-0.43,76,185,-0.8,-0.45,0.78,0.26,0.79,0.53,0.36,45.8,72.8
41,0,199104,2.92,67.1,0.49,0.49,0.7,0.49,164,38,0.68,0.14,0.14,0.57,0.52,0.41,0.63,54.2,79.9
41,0,199105,3.62,74.6,0.45,0.45,0.03,0.45,326,1,0.35,0.59,0.24,0.57,0.58,0.5,0.6,63,86.2
41,0,199106,4.14,79.4,0.99,0.99,1.75,0.99,456,0,0.97,0.82,0.91,1.03,0.64,1.04,0.51,67.9,90.9
41,0,199107,3.08,80.9,1.5,1.5,1.85,1.5,535,0,0.69,1.05,0.97,0.7,0.91,0.81,0.69,69.6,92.2
41,0,199108,3.03,80.3,1.95,1.95,1.79,1.95,518,0,0.77,0.9,1.25,0.89,1.01,0.93,0.76,69,91.7
41,0,199109,4.8,72.4,2.69,2.69,2.83,2.69,294,6,1.31,1.34,1.43,1.54,1.53,1.11,1.17,62.2,82.6
41,0,199110,2.33,67.1,2.45,2.45,0.12,2.44,179,40,0.03,0.79,0.92,1.28,1.03,1.17,1.27,53.5,80.8
41,0,199111,1.5,50.9,2.22,2.22,0.05,2.16,12,354,-0.14,-0.15,0.57,1.12,0.93,1.08,1.4,39.2,62.6
41,0,199112,5.59,49.2,3.88,3.88,5.67,3.88,13,399,2.76,1.87,1.23,1.89,1.82,1.8,1.84,40,58.4
41,0,199201,3.15,45.4,4.68,4.68,3.6,4.68,8,536,1.66,3.09,2.41,2.07,2.29,1.84,2.02,35.7,55.1
41,0,199202,3.98,53,5.54,5.54,4.02,5.54,26,288,2.51,2.49,3.09,2.49,2.77,2.21,2.23,41.5,64.5
